Bedrooms,Bathrooms,Toilets,ParkingSpace,PropertyType,State,SalePrice
4,4,5,4,Semi Detached Duplex,Lagos,61000000.0
4,4,4,3,Terraced Duplexes,Lagos,71000000.0
4,4,5,4,Terraced Duplexes,Lagos,88000000.0
2,5,5,4,Semi Detached Bungalow,Abuja,22000000.0
3,3,4,3,Semi Detached Bungalow,Ogun,35000000.0
4,4,5,4,Semi Detached Duplex,Lagos,70000000.0
5,5,6,4,Detached Duplex,Lagos,300000000.0
5,5,6,4,Detached Duplex,Lagos,95000000.0
5,6,6,8,Semi Detached Duplex,Lagos,34000000.0
4,4,5,4,Terraced Duplexes,Lagos,65000000.0
2,2,3,4,Semi Detached Bungalow,Lagos,8500000.0
1,1,1,1,Detached Duplex,Lagos,300000000.0
5,5,6,7,Detached Duplex,Lagos,175000000.0
4,4,5,5,Detached Duplex,Lagos,65000000.0
4,4,5,4,Terraced Duplexes,Lagos,150000000.0
4,4,5,5,Semi Detached Duplex,Abuja,120000000.0
5,5,6,4,Detached Duplex,Lagos,650000000.0
5,6,6,5,Detached Duplex,Lagos,75000000.0
5,5,6,6,Detached Duplex,Lagos,90000000.0
5,5,5,4,Detached Duplex,Lagos,230000000.0
6,6,7,6,Detached Duplex,Lagos,1300000000.0
4,4,5,3,Detached Duplex,Lagos,55000000.0
5,5,6,8,Detached Duplex,Lagos,400000000.0
5,5,5,4,Detached Duplex,Lagos,370000000.0
5,5,5,5,Detached Duplex,Lagos,270000000.0
5,6,7,5,Detached Duplex,Lagos,370000000.0
5,5,6,4,Detached Duplex,Lagos,95000000.0
7,6,6,4,Detached Duplex,Abuja,830000000.0
6,6,7,2,Detached Duplex,Lagos,350000000.0
3,3,4,4,Detached Bungalow,Ogun,16000000.0
4,5,5,4,Detached Duplex,Lagos,50000000.0
4,5,5,4,Semi Detached Duplex,Lagos,85000000.0
5,5,6,5,Detached Duplex,Lagos,390000000.0
4,4,5,3,Terraced Duplexes,Lagos,38000000.0
4,4,5,3,Detached Duplex,Lagos,55000000.0
3,3,4,8,Block of Flats,Imo,70000000.0
4,4,5,3,Detached Bungalow,Abuja,22500000.0
3,3,4,3,Semi Detached Bungalow,Lagos,25000000.0
2,5,5,4,Semi Detached Bungalow,Lagos,25000000.0
4,5,5,4,Detached Duplex,Lagos,55000000.0
3,3,3,3,Block of Flats,Abuja,280000000.0
4,4,5,3,Detached Duplex,Lagos,85000000.0
3,3,4,4,Detached Bungalow,Lagos,27000000.0
6,6,7,4,Detached Duplex,Imo,45000000.0
4,4,5,5,Detached Duplex,Enugu,90000000.0
4,5,5,8,Terraced Duplexes,Abuja,60000000.0
5,5,7,5,Terraced Duplexes,Lagos,58000000.0
5,5,6,5,Detached Duplex,Lagos,1100000000.0
3,3,4,4,Detached Bungalow,Lagos,30000000.0
5,5,5,4,Detached Duplex,Abuja,150000000.0
5,5,6,4,Detached Duplex,Abuja,60000000.0
4,4,5,4,Semi Detached Duplex,Lagos,50000000.0
6,6,7,3,Detached Duplex,Lagos,65000000.0
3,4,3,3,Detached Bungalow,Ogun,9000000.0
3,3,4,4,Terraced Duplexes,Lagos,65000000.0
5,5,6,4,Detached Duplex,Lagos,235000000.0
3,4,5,3,Terraced Duplexes,Lagos,40000000.0
6,6,7,8,Detached Duplex,Abuja,800000000.0
4,5,5,4,Detached Bungalow,Abuja,60000000.0
4,4,5,4,Semi Detached Duplex,Lagos,75000000.0
5,5,6,1,Detached Duplex,Abuja,350000000.0
5,8,8,4,Detached Duplex,Lagos,95000000.0
5,5,5,5,Detached Duplex,Lagos,80000000.0
5,5,6,7,Detached Duplex,Lagos,85000000.0
4,5,5,6,Detached Duplex,Abuja,200000000.0
5,5,6,4,Detached Duplex,Lagos,120000000.0
5,5,5,4,Detached Duplex,Lagos,60000000.0
6,6,7,4,Detached Duplex,Lagos,450000000.0
3,3,4,4,Terraced Duplexes,Lagos,75000000.0
5,5,6,4,Semi Detached Duplex,Lagos,80000000.0
4,4,5,4,Detached Duplex,Lagos,65000000.0
4,5,6,5,Detached Duplex,Lagos,70000000.0
5,5,5,6,Detached Duplex,Lagos,1100000000.0
4,4,5,6,Terraced Duplexes,Abuja,150000000.0
2,3,3,4,Terraced Duplexes,Abuja,150000000.0
5,6,6,4,Detached Duplex,Lagos,60000000.0
5,5,6,3,Semi Detached Duplex,Lagos,60000000.0
4,5,5,4,Detached Duplex,Abuja,46000000.0
3,4,4,5,Block of Flats,Abuja,17500000.0
4,4,5,2,Semi Detached Duplex,Lagos,44000000.0
6,6,6,6,Detached Duplex,Lagos,15000000.0
3,3,4,4,Block of Flats,Lagos,120000000.0
5,5,6,1,Detached Duplex,Lagos,70000000.0
5,4,6,8,Detached Duplex,Abuja,180000000.0
5,5,6,4,Detached Duplex,Lagos,160000000.0
4,4,5,4,Semi Detached Duplex,Lagos,75000000.0
3,3,4,6,Detached Bungalow,Lagos,37000000.0
5,5,5,5,Detached Duplex,Lagos,280000000.0
5,5,6,5,Detached Duplex,Lagos,300000000.0
3,3,4,2,Terraced Bungalow,Ogun,15750000.0
4,4,5,4,Semi Detached Duplex,Abuja,82000000.0
5,5,5,9,Detached Duplex,Rivers,120000000.0
3,4,5,3,Terraced Duplexes,Lagos,120000000.0
3,4,4,5,Terraced Duplexes,Abuja,55000000.0
5,5,6,5,Detached Duplex,Lagos,70000000.0
5,5,6,4,Detached Duplex,Lagos,260000000.0
1,1,1,4,Detached Duplex,Lagos,600000000.0
3,4,4,4,Terraced Duplexes,Lagos,40000000.0
4,4,5,4,Detached Duplex,Lagos,75000000.0
3,5,5,4,Detached Bungalow,Abuja,45000000.0
4,4,5,3,Terraced Duplexes,Lagos,75000000.0
5,5,5,4,Detached Duplex,Abuja,250000000.0
4,4,5,4,Detached Duplex,Lagos,65000000.0
3,3,4,4,Block of Flats,Abuja,250000000.0
2,3,4,2,Terraced Duplexes,Anambara,25000000.0
1,5,5,4,Detached Bungalow,Lagos,6000000.0
5,5,6,4,Detached Duplex,Lagos,155000000.0
5,5,6,4,Detached Duplex,Lagos,80000000.0
4,4,5,4,Terraced Duplexes,Abuja,70000000.0
5,5,6,6,Detached Duplex,Lagos,170000000.0
4,4,5,4,Semi Detached Duplex,Lagos,50000000.0
5,5,6,4,Detached Duplex,Lagos,70000000.0
6,7,7,6,Detached Duplex,Lagos,300000000.0
3,4,4,3,Terraced Duplexes,Lagos,33500000.0
4,4,5,3,Semi Detached Duplex,Lagos,50000000.0
4,4,5,3,Terraced Duplexes,Abuja,65000000.0
4,4,5,4,Terraced Duplexes,Lagos,50000000.0
3,3,4,4,Detached Bungalow,Lagos,38000000.0
5,5,6,2,Detached Duplex,Lagos,115000000.0
3,3,4,3,Terraced Duplexes,Lagos,30000000.0
5,6,7,5,Detached Duplex,Lagos,300000000.0
5,5,6,2,Detached Duplex,Lagos,125000000.0
5,5,6,5,Detached Duplex,Lagos,185000000.0
4,2,2,2,Detached Bungalow,Lagos,25000000.0
3,3,3,8,Block of Flats,Lagos,25000000.0
5,5,6,7,Detached Duplex,Lagos,95000000.0
3,4,5,2,Terraced Duplexes,Lagos,26500000.0
5,5,5,4,Terraced Bungalow,Lagos,110000000.0
3,3,4,4,Block of Flats,Lagos,180000000.0
4,5,6,3,Semi Detached Duplex,Lagos,58000000.0
2,5,2,2,Detached Bungalow,Lagos,27000000.0
5,5,6,5,Detached Duplex,Lagos,200000000.0
5,6,6,4,Semi Detached Duplex,Lagos,80000000.0
5,5,6,3,Detached Duplex,Lagos,98000000.0
4,4,5,4,Detached Duplex,Lagos,280000000.0
2,2,3,2,Terraced Duplexes,Ogun,10250000.0
5,5,5,4,Detached Duplex,Lagos,190000000.0
4,5,5,4,Semi Detached Bungalow,Enugu,72000000.0
3,3,4,3,Detached Bungalow,Lagos,38000000.0
5,5,6,4,Detached Duplex,Lagos,125000000.0
4,5,6,6,Detached Duplex,Lagos,290000000.0
6,8,8,4,Detached Duplex,Lagos,140000000.0
4,5,6,2,Terraced Duplexes,Lagos,130000000.0
5,5,6,5,Detached Duplex,Lagos,120000000.0
4,4,5,4,Detached Duplex,Lagos,280000000.0
5,5,6,6,Semi Detached Duplex,Lagos,49000000.0
4,5,5,4,Block of Flats,Delta,72000000.0
2,3,3,3,Block of Flats,Abuja,25000000.0
5,5,5,4,Detached Duplex,Lagos,150000000.0
4,4,5,2,Terraced Duplexes,Lagos,80000000.0
5,5,6,5,Detached Duplex,Lagos,85000000.0
5,5,6,5,Detached Bungalow,Lagos,20000000.0
3,3,4,4,Terraced Duplexes,Abuja,32000000.0
3,2,2,1,Block of Flats,Ogun,25000000.0
4,4,5,5,Detached Bungalow,Imo,35000000.0
5,5,7,4,Detached Duplex,Abuja,850000000.0
4,5,5,4,Detached Duplex,Lagos,65000000.0
5,5,5,4,Detached Duplex,Lagos,325000000.0
5,5,6,4,Detached Duplex,Abuja,280000000.0
4,4,5,4,Detached Duplex,Lagos,55000000.0
4,4,5,4,Semi Detached Duplex,Lagos,52000000.0
4,4,5,4,Terraced Duplexes,Lagos,65000000.0
4,5,6,4,Semi Detached Duplex,Lagos,78000000.0
5,5,6,4,Detached Duplex,Lagos,550000000.0
4,5,5,4,Detached Duplex,Lagos,75000000.0
4,4,5,8,Detached Duplex,Abuja,90000000.0
4,4,5,9,Terraced Duplexes,Lagos,140000000.0
4,4,5,4,Terraced Duplexes,Lagos,150000000.0
4,5,5,4,Block of Flats,Lagos,55000000.0
4,4,5,2,Block of Flats,Lagos,113000000.0
5,5,6,4,Detached Duplex,Lagos,930000000.0
4,4,5,4,Detached Duplex,Lagos,53000000.0
3,3,4,4,Detached Bungalow,Lagos,19500000.0
3,3,4,2,Block of Flats,Lagos,35000000.0
5,5,6,3,Detached Duplex,Lagos,95000000.0
5,7,7,4,Detached Duplex,Lagos,130000000.0
4,4,5,4,Terraced Duplexes,Abuja,170000000.0
2,3,3,1,Detached Bungalow,Lagos,8000000.0
6,6,6,4,Block of Flats,Oyo,45000000.0
3,3,4,4,Terraced Duplexes,Lagos,40000000.0
5,6,5,1,Detached Duplex,Abuja,150000000.0
5,5,6,4,Detached Duplex,Lagos,130000000.0
2,5,3,4,Block of Flats,Abuja,40000000.0
5,4,6,4,Detached Duplex,Lagos,65000000.0
4,4,5,4,Semi Detached Duplex,Lagos,78000000.0
4,4,5,4,Terraced Duplexes,Lagos,250000000.0
5,6,6,5,Detached Duplex,Lagos,85000000.0
1,1,1,6,Detached Bungalow,Abuja,15000000.0
6,6,7,4,Semi Detached Duplex,Abuja,75000000.0
5,5,6,6,Detached Duplex,Lagos,400000000.0
4,4,5,2,Semi Detached Duplex,Lagos,130000000.0
5,6,6,4,Detached Duplex,Lagos,270000000.0
5,5,5,4,Detached Duplex,Lagos,120000000.0
4,4,5,4,Semi Detached Duplex,Lagos,65000000.0
4,4,5,4,Detached Duplex,Lagos,75000000.0
4,5,5,1,Detached Bungalow,Abuja,25000000.0
4,4,5,4,Terraced Duplexes,Abuja,100000000.0
6,6,7,8,Detached Duplex,Lagos,137500000.0
4,4,5,4,Semi Detached Duplex,Lagos,45000000.0
5,6,5,4,Detached Duplex,Lagos,130000000.0
5,5,6,3,Detached Duplex,Lagos,125000000.0
5,5,6,6,Detached Duplex,Lagos,100000000.0
4,4,5,6,Detached Duplex,Lagos,370000000.0
5,5,5,4,Detached Duplex,Lagos,1600000000.0
7,7,8,7,Detached Duplex,Lagos,280000000.0
5,6,7,6,Detached Duplex,Lagos,110000000.0
4,5,5,1,Terraced Duplexes,Abuja,250000000.0
4,5,5,4,Detached Bungalow,Lagos,43000000.0
5,5,6,7,Detached Duplex,Lagos,300000000.0
3,5,5,4,Block of Flats,Abuja,550000000.0
2,3,3,4,Block of Flats,Abuja,22000000.0
5,5,5,4,Detached Duplex,Lagos,260000000.0
4,4,5,4,Detached Duplex,Lagos,130000000.0
4,4,5,2,Detached Duplex,Lagos,88000000.0
6,6,7,1,Detached Duplex,Lagos,40000000.0
3,4,4,5,Block of Flats,Abuja,400000000.0
5,5,6,5,Detached Duplex,Lagos,120000000.0
3,4,4,3,Detached Bungalow,Abuja,40000000.0
5,6,6,4,Detached Duplex,Lagos,140000000.0
4,5,5,4,Detached Duplex,Lagos,35000000.0
5,5,6,4,Detached Duplex,Lagos,135000000.0
2,2,2,4,Block of Flats,Lagos,25000000.0
4,5,5,5,Detached Bungalow,Abuja,40000000.0
5,5,5,4,Detached Duplex,Lagos,450000000.0
5,5,6,5,Detached Duplex,Abuja,90000000.0
1,2,2,4,Block of Flats,Lagos,16000000.0
4,5,5,4,Detached Bungalow,Lagos,68000000.0
5,5,5,4,Detached Duplex,Lagos,94000000.0
3,3,3,3,Detached Bungalow,Lagos,33000000.0
4,4,5,4,Detached Duplex,Lagos,65000000.0
3,3,4,8,Block of Flats,Rivers,26000000.0
5,5,6,5,Detached Duplex,Lagos,700000000.0
5,5,6,5,Detached Duplex,Lagos,1100000000.0
5,5,6,4,Detached Duplex,Lagos,170000000.0
6,6,7,4,Detached Duplex,Lagos,450000000.0
5,5,6,5,Detached Duplex,Lagos,95000000.0
5,6,6,5,Detached Duplex,Lagos,200000000.0
4,5,5,2,Terraced Duplexes,Lagos,65000000.0
5,5,5,4,Detached Duplex,Lagos,60000000.0
7,7,8,1,Detached Duplex,Abuja,250000000.0
5,5,6,4,Detached Duplex,Lagos,375000000.0
4,4,5,4,Semi Detached Duplex,Lagos,70000000.0
5,6,6,5,Detached Duplex,Lagos,1600000000.0
5,5,6,4,Detached Duplex,Lagos,85000000.0
5,5,6,4,Detached Duplex,Lagos,120000000.0
4,4,5,4,Terraced Duplexes,Abuja,60000000.0
4,4,5,2,Semi Detached Duplex,Lagos,70000000.0
3,5,6,4,Detached Bungalow,Lagos,80000000.0
5,5,4,5,Detached Duplex,Lagos,110000000.0
4,4,5,5,Detached Duplex,Enugu,35000000.0
4,4,5,4,Semi Detached Duplex,Lagos,58000000.0
5,5,6,4,Detached Duplex,Lagos,400000000.0
4,4,5,3,Semi Detached Duplex,Lagos,58000000.0
3,4,4,5,Detached Bungalow,Abuja,55000000.0
4,4,5,2,Terraced Duplexes,Lagos,30000000.0
5,5,6,4,Detached Duplex,Lagos,52000000.0
4,5,5,4,Semi Detached Duplex,Lagos,230000000.0
4,4,5,4,Terraced Duplexes,Lagos,55000000.0
2,2,2,3,Semi Detached Bungalow,Lagos,18000000.0
5,5,6,4,Detached Duplex,Lagos,105000000.0
5,5,6,8,Detached Duplex,Lagos,85000000.0
4,4,4,4,Detached Duplex,Lagos,75000000.0
5,5,6,6,Detached Duplex,Abuja,120000000.0
3,4,4,3,Detached Bungalow,Lagos,37000000.0
4,4,5,4,Semi Detached Duplex,Lagos,155000000.0
4,4,5,2,Semi Detached Duplex,Lagos,73000000.0
4,4,5,4,Detached Duplex,Lagos,85000000.0
5,5,6,6,Detached Duplex,Lagos,40000000.0
5,5,5,4,Detached Duplex,Abuja,50000000.0
3,6,4,6,Detached Bungalow,Abuja,50000000.0
5,5,6,3,Detached Duplex,Lagos,55000000.0
5,5,6,6,Detached Duplex,Lagos,100000000.0
6,6,6,4,Detached Duplex,Lagos,950000000.0
4,4,5,2,Terraced Duplexes,Lagos,220000000.0
7,5,5,4,Detached Duplex,Abuja,650000000.0
4,4,5,2,Semi Detached Duplex,Lagos,75000000.0
4,4,5,2,Detached Duplex,Lagos,47000000.0
4,4,4,2,Terraced Duplexes,Lagos,49000000.0
5,5,6,3,Detached Duplex,Lagos,120000000.0
5,5,6,3,Detached Duplex,Lagos,250000000.0
5,5,6,7,Detached Duplex,Lagos,70000000.0
4,4,5,4,Detached Duplex,Lagos,125000000.0
5,6,6,4,Detached Duplex,Lagos,120000000.0
5,5,5,4,Detached Duplex,Lagos,120000000.0
2,2,3,2,Terraced Bungalow,Imo,7850000.0
6,7,7,8,Terraced Duplexes,Abuja,185000000.0
4,4,5,6,Semi Detached Duplex,Lagos,75000000.0
4,4,5,3,Terraced Duplexes,Abuja,75000000.0
5,5,5,4,Detached Duplex,Lagos,250000000.0
4,4,5,4,Detached Duplex,Lagos,200000000.0
5,5,6,5,Detached Duplex,Lagos,198000000.0
5,6,7,8,Detached Duplex,Lagos,200000000.0
7,7,8,4,Detached Duplex,Lagos,240000000.0
4,4,5,3,Detached Duplex,Lagos,150000000.0
4,5,5,4,Terraced Duplexes,Lagos,110000000.0
6,6,7,6,Detached Duplex,Abuja,120000000.0
3,3,4,2,Semi Detached Duplex,Lagos,45000000.0
2,2,2,2,Terraced Duplexes,Lagos,35000000.0
5,5,6,4,Terraced Duplexes,Lagos,100000000.0
6,6,7,5,Detached Duplex,Lagos,350000000.0
2,2,3,2,Block of Flats,Lagos,52000000.0
4,4,5,4,Terraced Duplexes,Lagos,250000000.0
5,5,6,4,Detached Duplex,Lagos,120000000.0
4,5,5,4,Terraced Duplexes,Lagos,68000000.0
3,3,4,3,Detached Duplex,Lagos,35000000.0
5,5,6,5,Detached Duplex,Lagos,135000000.0
5,5,6,6,Detached Duplex,Lagos,130000000.0
5,6,7,4,Detached Duplex,Lagos,140000000.0
4,4,5,4,Detached Duplex,Lagos,70000000.0
4,4,5,2,Detached Duplex,Lagos,60000000.0
5,5,6,4,Detached Duplex,Lagos,190000000.0
3,3,4,3,Semi Detached Bungalow,Ogun,10500000.0
4,4,5,4,Detached Duplex,Lagos,92000000.0
5,5,6,5,Detached Duplex,Lagos,270000000.0
5,5,6,4,Semi Detached Duplex,Lagos,70000000.0
5,6,6,4,Detached Duplex,Abuja,165000000.0
4,4,4,4,Detached Duplex,Lagos,70000000.0
4,4,5,7,Detached Duplex,Abuja,33000000.0
3,3,4,2,Semi Detached Bungalow,Lagos,18000000.0
4,5,5,4,Detached Duplex,Lagos,100000000.0
5,5,5,4,Detached Duplex,Abuja,80000000.0
3,4,4,4,Terraced Duplexes,Lagos,65000000.0
4,4,5,4,Terraced Bungalow,Lagos,70000000.0
5,5,4,4,Detached Duplex,Lagos,78000000.0
4,4,5,3,Terraced Duplexes,Lagos,35000000.0
6,7,7,9,Detached Duplex,Lagos,1400000000.0
5,6,6,4,Detached Duplex,Lagos,135000000.0
5,6,6,3,Terraced Duplexes,Abuja,100000000.0
5,5,6,4,Detached Duplex,Lagos,110000000.0
5,5,6,8,Detached Duplex,Abuja,500000000.0
5,5,6,4,Detached Duplex,Lagos,90000000.0
4,5,5,4,Block of Flats,Lagos,25000000.0
3,5,3,4,Semi Detached Bungalow,Ogun,30000000.0
5,5,6,4,Terraced Duplexes,Abuja,40000000.0
4,4,5,4,Detached Duplex,Lagos,125000000.0
5,5,6,5,Detached Duplex,Lagos,63000000.0
5,5,5,4,Detached Duplex,Abuja,130000000.0
4,6,5,3,Detached Duplex,Lagos,35000000.0
4,4,4,2,Terraced Duplexes,Lagos,40000000.0
2,2,2,1,Block of Flats,Lagos,21000000.0
4,4,5,5,Detached Duplex,Lagos,80000000.0
4,4,5,4,Detached Duplex,Lagos,75000000.0
5,5,6,5,Semi Detached Duplex,Lagos,90000000.0
4,4,5,4,Detached Duplex,Lagos,65000000.0
4,5,5,4,Semi Detached Duplex,Abuja,135000000.0
4,4,5,5,Detached Duplex,Lagos,160000000.0
4,4,5,4,Semi Detached Duplex,Lagos,67000000.0
4,4,5,3,Detached Duplex,Lagos,55000000.0
4,4,5,2,Detached Duplex,Lagos,95000000.0
5,5,6,4,Detached Duplex,Lagos,150000000.0
2,3,3,3,Block of Flats,Lagos,16250000.0
5,5,5,4,Detached Duplex,Lagos,130000000.0
4,4,5,3,Detached Duplex,Lagos,65000000.0
4,4,5,3,Terraced Duplexes,Lagos,43000000.0
4,4,5,4,Detached Duplex,Lagos,85000000.0
2,2,2,2,Block of Flats,Abuja,55000000.0
7,7,8,6,Detached Duplex,Lagos,80000000.0
4,4,5,2,Terraced Duplexes,Lagos,50000000.0
5,5,6,1,Detached Duplex,Lagos,650000000.0
5,5,6,4,Detached Duplex,Lagos,180000000.0
5,5,6,5,Detached Duplex,Lagos,75000000.0
5,5,6,4,Detached Duplex,Lagos,70000000.0
3,3,4,4,Detached Bungalow,Abuja,20000000.0
4,5,5,4,Semi Detached Duplex,Lagos,75000000.0
4,4,5,1,Detached Bungalow,Rivers,40000000.0
5,5,5,4,Detached Duplex,Lagos,200000000.0
4,5,5,4,Terraced Duplexes,Lagos,65000000.0
3,4,5,4,Detached Duplex,Ogun,39000000.0
5,5,6,4,Detached Duplex,Lagos,65000000.0
5,6,6,6,Detached Duplex,Lagos,170000000.0
5,6,6,6,Detached Duplex,Lagos,280000000.0
4,5,5,4,Semi Detached Duplex,Lagos,50000000.0
3,2,3,8,Block of Flats,Lagos,35000000.0
4,5,5,4,Semi Detached Duplex,Lagos,65000000.0
5,5,5,4,Detached Duplex,Lagos,80000000.0
4,4,5,6,Detached Duplex,Lagos,90000000.0
3,3,3,4,Detached Duplex,Lagos,50000000.0
5,5,6,5,Detached Duplex,Lagos,140000000.0
5,5,6,6,Semi Detached Duplex,Abuja,180000000.0
4,5,6,3,Terraced Duplexes,Lagos,185000000.0
4,4,5,3,Semi Detached Duplex,Oyo,45000000.0
4,5,5,4,Terraced Duplexes,Lagos,46000000.0
4,4,5,4,Detached Duplex,Abuja,350000000.0
5,5,6,7,Detached Duplex,Lagos,139999999.0
4,5,5,4,Detached Duplex,Lagos,65000000.0
6,8,8,6,Detached Duplex,Lagos,155000000.0
6,6,7,4,Detached Duplex,Lagos,195000000.0
5,5,6,4,Detached Duplex,Lagos,140000000.0
4,4,4,4,Detached Bungalow,Oyo,4500000.0
3,3,4,4,Detached Bungalow,Ogun,15000000.0
4,4,5,3,Terraced Duplexes,Lagos,40000000.0
4,4,4,3,Terraced Duplexes,Lagos,54000000.0
4,4,5,6,Detached Duplex,Abia,40000000.0
4,4,5,5,Detached Duplex,Lagos,140000000.0
4,4,4,2,Terraced Duplexes,Lagos,60000000.0
5,5,6,3,Detached Duplex,Lagos,600000000.0
5,5,6,6,Detached Duplex,Lagos,160000000.0
4,4,5,4,Terraced Duplexes,Lagos,135000000.0
4,4,5,3,Semi Detached Duplex,Lagos,75000000.0
5,5,6,5,Detached Duplex,Lagos,140000000.0
3,3,4,4,Detached Bungalow,Lagos,40000000.0
2,2,2,1,Block of Flats,Ogun,8000000.0
5,5,6,5,Detached Duplex,Lagos,225000000.0
3,3,4,4,Detached Bungalow,Lagos,38000000.0
5,5,5,4,Detached Duplex,Lagos,120000000.0
5,5,6,6,Semi Detached Duplex,Lagos,49000000.0
4,4,5,4,Semi Detached Duplex,Lagos,61000000.0
4,4,5,2,Detached Duplex,Lagos,75000000.0
5,5,5,4,Detached Duplex,Lagos,550000000.0
4,4,4,5,Terraced Duplexes,Abuja,85000000.0
5,5,6,5,Detached Duplex,Lagos,158000000.0
3,3,4,4,Detached Bungalow,Lagos,50000000.0
5,5,6,5,Detached Duplex,Abuja,127000000.0
4,5,6,4,Semi Detached Duplex,Lagos,70000000.0
4,4,5,4,Detached Duplex,Lagos,80000000.0
3,3,4,2,Terraced Duplexes,Lagos,36000000.0
5,5,6,3,Detached Duplex,Lagos,125000000.0
4,4,5,4,Terraced Duplexes,Lagos,87000000.0
3,3,3,4,Detached Bungalow,Lagos,30000000.0
4,4,5,8,Semi Detached Duplex,Lagos,83000000.0
5,5,6,4,Terraced Duplexes,Abuja,55000000.0
3,3,4,3,Semi Detached Duplex,Lagos,45000000.0
3,3,4,2,Terraced Duplexes,Lagos,36000000.0
5,5,6,4,Detached Duplex,Lagos,165000000.0
2,2,3,4,Detached Bungalow,Ogun,6500000.0
3,4,4,3,Semi Detached Bungalow,Ogun,10500000.0
6,6,7,4,Detached Duplex,Abuja,1600000000.0
5,6,6,4,Detached Duplex,Lagos,400000000.0
6,6,7,1,Detached Duplex,Lagos,350000000.0
3,5,5,4,Block of Flats,Lagos,70000000.0
4,5,5,1,Semi Detached Duplex,Abuja,70000000.0
5,4,5,4,Terraced Duplexes,Lagos,240000000.0
3,3,3,4,Block of Flats,Imo,37000000.0
4,4,5,8,Detached Duplex,Abuja,120000000.0
9,9,1,1,Detached Duplex,Lagos,70000000.0
4,4,5,4,Detached Duplex,Lagos,85000000.0
4,5,5,4,Terraced Duplexes,Abuja,60000000.0
3,3,4,4,Detached Duplex,Lagos,70000000.0
5,5,6,4,Terraced Duplexes,Lagos,655000000.0
4,5,5,4,Semi Detached Duplex,Lagos,85000000.0
6,6,7,4,Detached Duplex,Lagos,140000000.0
5,5,6,4,Terraced Duplexes,Abuja,80000000.0
5,5,5,4,Detached Duplex,Abuja,450000000.0
5,5,6,3,Detached Duplex,Lagos,95000000.0
5,5,6,8,Detached Duplex,Lagos,130000000.0
4,4,5,2,Semi Detached Duplex,Lagos,70000000.0
4,4,5,2,Terraced Duplexes,Lagos,180000000.0
3,4,5,4,Detached Bungalow,Lagos,36000000.0
8,8,9,1,Detached Duplex,Abuja,1500000000.0
5,5,6,4,Detached Duplex,Lagos,85000000.0
4,4,5,4,Detached Duplex,Lagos,280000000.0
3,5,5,4,Block of Flats,Imo,50000000.0
2,2,3,2,Detached Bungalow,Lagos,20000000.0
5,5,6,6,Detached Duplex,Lagos,125000000.0
3,3,3,4,Detached Bungalow,Lagos,9000000.0
5,5,6,5,Detached Duplex,Lagos,180000000.0
2,3,3,4,Block of Flats,Abuja,73000000.0
4,4,5,5,Semi Detached Duplex,Abuja,1500000000.0
4,5,5,4,Detached Duplex,Abuja,315000000.0
3,3,3,3,Semi Detached Bungalow,Lagos,18000000.0
6,6,7,1,Detached Duplex,Lagos,600000000.0
4,4,5,3,Detached Duplex,Lagos,65000000.0
5,7,6,4,Detached Duplex,Lagos,130000000.0
5,5,6,4,Detached Duplex,Lagos,155000000.0
4,5,5,4,Detached Duplex,Lagos,80000000.0
3,4,4,4,Detached Bungalow,Abuja,30000000.0
4,4,5,4,Detached Duplex,Lagos,150000000.0
5,5,6,4,Detached Duplex,Lagos,125000000.0
3,5,5,4,Detached Bungalow,Lagos,78000000.0
5,5,6,6,Detached Duplex,Lagos,130000000.0
2,2,5,4,Detached Bungalow,Lagos,25000000.0
5,5,6,8,Detached Duplex,Lagos,198000000.0
4,4,5,4,Terraced Duplexes,Abuja,150000000.0
4,4,5,4,Detached Duplex,Lagos,85000000.0
5,6,6,4,Detached Duplex,Lagos,85000000.0
3,5,5,4,Terraced Duplexes,Abuja,65000000.0
5,5,6,9,Detached Duplex,Lagos,240000000.0
3,3,4,7,Block of Flats,Lagos,32000000.0
4,5,5,4,Detached Duplex,Lagos,80000000.0
5,5,6,4,Detached Duplex,Lagos,160000000.0
5,5,5,4,Detached Duplex,Lagos,140000000.0
5,6,7,5,Detached Duplex,Lagos,280000000.0
4,5,6,4,Detached Duplex,Lagos,85000000.0
5,5,5,4,Detached Duplex,Lagos,1600000000.0
9,9,1,1,Detached Duplex,Lagos,70000000.0
4,4,5,3,Terraced Duplexes,Lagos,35000000.0
5,4,6,6,Detached Duplex,Lagos,95000000.0
5,5,6,4,Detached Duplex,Lagos,110000000.0
5,5,6,5,Detached Duplex,Lagos,85000000.0
5,6,5,6,Detached Duplex,Lagos,680000000.0
5,5,6,4,Detached Duplex,Lagos,650000000.0
4,5,5,4,Detached Duplex,Lagos,380000000.0
7,7,8,1,Detached Duplex,Lagos,250000000.0
4,4,4,4,Terraced Duplexes,Lagos,90000000.0
4,4,5,4,Detached Duplex,Abuja,50000000.0
5,6,7,4,Detached Duplex,Lagos,570000000.0
5,5,6,4,Detached Duplex,Lagos,125000000.0
5,6,7,4,Detached Duplex,Lagos,265000000.0
5,5,5,4,Detached Duplex,Lagos,80000000.0
4,4,5,3,Terraced Duplexes,Lagos,150000000.0
4,3,3,4,Detached Bungalow,Lagos,15000000.0
3,6,4,4,Semi Detached Bungalow,Lagos,15000000.0
