Bedrooms,Bathrooms,Toilets,ParkingSpace,PropertyType,State,SalePrice
4,4,5,5,Semi Detached Duplex,Lagos,450000000.0
4,4,4,4,Semi Detached Duplex,Abuja,50000000.0
5,5,6,5,Detached Duplex,Lagos,130000000.0
5,5,5,4,Terraced Duplexes,Abuja,70000000.0
5,5,5,4,Detached Duplex,Lagos,330000000.0
5,5,5,5,Detached Duplex,Lagos,125000000.0
5,5,6,4,Detached Duplex,Lagos,120000000.0
5,6,7,4,Detached Bungalow,Lagos,77000000.0
5,5,6,5,Detached Duplex,Lagos,145000000.0
5,5,6,4,Detached Duplex,Lagos,200000000.0
5,5,5,4,Detached Duplex,Lagos,420000000.0
5,5,6,3,Detached Duplex,Lagos,88000000.0
4,4,5,3,Terraced Duplexes,Lagos,70000000.0
3,4,4,4,Terraced Duplexes,Abuja,40000000.0
4,5,5,4,Block of Flats,Lagos,9000000.0
4,4,5,4,Semi Detached Duplex,Lagos,90000000.0
5,5,6,4,Detached Duplex,Lagos,200000000.0
3,3,4,1,Detached Duplex,Lagos,12500000.0
5,5,6,4,Detached Duplex,Lagos,260000000.0
5,5,6,4,Detached Duplex,Lagos,140000000.0
4,5,5,4,Detached Duplex,Lagos,85000000.0
4,4,5,4,Detached Duplex,Lagos,130000000.0
4,5,5,4,Terraced Duplexes,Lagos,55000000.0
4,4,5,4,Semi Detached Duplex,Abuja,1200000000.0
5,5,6,8,Detached Duplex,Lagos,95000000.0
4,5,5,4,Terraced Duplexes,Lagos,70000000.0
3,3,4,4,Detached Duplex,Lagos,12500000.0
6,6,7,6,Detached Duplex,Lagos,1300000000.0
4,5,5,4,Semi Detached Duplex,Lagos,65000000.0
7,7,7,4,Detached Bungalow,Edo,17000000.0
5,5,6,3,Detached Duplex,Lagos,120000000.0
5,5,6,4,Detached Duplex,Lagos,230000000.0
5,5,6,5,Detached Duplex,Lagos,95000000.0
5,5,6,4,Detached Duplex,Lagos,180000000.0
5,6,7,4,Detached Duplex,Lagos,60000000.0
3,3,4,4,Detached Bungalow,Abuja,40000000.0
3,3,4,3,Detached Bungalow,Lagos,26000000.0
4,5,5,3,Detached Duplex,Lagos,75000000.0
3,3,4,4,Semi Detached Bungalow,Lagos,42000000.0
4,4,5,4,Detached Duplex,Lagos,80000000.0
5,5,6,3,Detached Duplex,Lagos,90000000.0
5,5,6,5,Detached Duplex,Lagos,120000000.0
4,4,5,4,Detached Duplex,Lagos,155000000.0
4,5,5,4,Terraced Duplexes,Lagos,50000000.0
5,5,6,4,Detached Duplex,Lagos,115000000.0
4,5,5,3,Terraced Duplexes,Abuja,37000000.0
5,6,6,4,Detached Duplex,Lagos,595000000.0
4,4,5,4,Semi Detached Duplex,Lagos,130000000.0
5,5,6,6,Detached Duplex,Lagos,100000000.0
3,3,4,3,Detached Bungalow,Akwa Ibom,35000000.0
9,9,1,4,Detached Duplex,Lagos,600000000.0
4,4,4,5,Detached Bungalow,Ogun,25000000.0
6,6,7,8,Detached Duplex,Lagos,35000000.0
3,3,4,4,Detached Bungalow,Lagos,22000000.0
4,5,5,4,Block of Flats,Lagos,45000000.0
4,5,5,4,Terraced Duplexes,Lagos,90000000.0
4,4,5,2,Terraced Duplexes,Lagos,130000000.0
5,5,6,5,Detached Duplex,Lagos,120000000.0
5,6,7,4,Detached Duplex,Lagos,140000000.0
5,5,6,4,Detached Duplex,Lagos,65000000.0
9,9,1,1,Detached Duplex,Lagos,70000000.0
3,5,5,4,Detached Bungalow,Lagos,6500000.0
4,5,5,4,Terraced Duplexes,Abuja,75000000.0
6,6,7,4,Detached Duplex,Lagos,280000000.0
5,5,6,5,Detached Duplex,Lagos,100000000.0
6,7,7,7,Detached Duplex,Lagos,550000000.0
4,4,5,4,Semi Detached Duplex,Lagos,78000000.0
4,4,4,4,Terraced Duplexes,Lagos,95000000.0
5,5,5,4,Terraced Bungalow,Oyo,18000000.0
5,5,6,6,Detached Duplex,Lagos,130000000.0
6,6,7,5,Detached Duplex,Lagos,600000000.0
5,4,5,3,Detached Duplex,Lagos,170000000.0
4,5,5,4,Terraced Duplexes,Lagos,55000000.0
4,4,5,1,Terraced Duplexes,Lagos,55000000.0
4,4,5,3,Detached Duplex,Lagos,80000000.0
5,6,6,8,Detached Duplex,Lagos,135000000.0
5,6,7,1,Detached Duplex,Lagos,310000000.0
4,5,5,4,Block of Flats,Lagos,55000000.0
4,5,5,6,Terraced Duplexes,Abuja,27000000.0
5,6,7,4,Detached Duplex,Lagos,130000000.0
2,1,1,6,Block of Flats,Lagos,37000000.0
4,3,4,7,Detached Bungalow,Lagos,9000000.0
3,3,4,4,Detached Duplex,Lagos,35000000.0
4,4,5,4,Detached Duplex,Lagos,80000000.0
5,5,6,5,Detached Duplex,Abuja,230000000.0
3,3,3,4,Detached Duplex,Lagos,35000000.0
5,5,6,3,Detached Duplex,Lagos,115000000.0
6,6,7,4,Detached Duplex,Lagos,500000000.0
5,5,6,4,Detached Duplex,Lagos,450000000.0
5,5,6,4,Detached Duplex,Lagos,300000000.0
4,4,5,4,Terraced Duplexes,Lagos,85000000.0
5,6,6,5,Detached Duplex,Lagos,240000000.0
4,3,3,4,Block of Flats,Oyo,30000000.0
5,5,6,1,Detached Duplex,Rivers,85000000.0
5,5,6,4,Detached Duplex,Lagos,450000000.0
5,5,6,3,Detached Duplex,Lagos,180000000.0
6,6,7,4,Detached Duplex,Lagos,450000000.0
9,9,1,1,Detached Duplex,Lagos,70000000.0
6,7,7,7,Detached Duplex,Lagos,150000000.0
5,5,6,6,Detached Duplex,Lagos,200000000.0
5,5,6,6,Semi Detached Duplex,Lagos,49000000.0
3,3,4,3,Detached Bungalow,Lagos,37000000.0
3,3,4,2,Terraced Duplexes,Lagos,35000000.0
4,5,6,4,Terraced Duplexes,Abuja,150000000.0
3,2,2,6,Detached Bungalow,Lagos,8500000.0
3,3,3,4,Semi Detached Bungalow,Lagos,29000000.0
4,4,5,4,Semi Detached Duplex,Lagos,95000000.0
4,5,6,4,Detached Duplex,Lagos,80000000.0
5,5,6,6,Detached Duplex,Lagos,120000000.0
5,5,6,4,Detached Duplex,Lagos,125000000.0
4,4,5,2,Terraced Duplexes,Abuja,60000000.0
4,4,5,3,Detached Duplex,Lagos,84000000.0
3,4,4,4,Semi Detached Bungalow,Lagos,16000000.0
5,5,5,4,Detached Duplex,Lagos,140000000.0
3,2,2,8,Block of Flats,Lagos,210000000.0
3,4,5,2,Terraced Duplexes,Lagos,26500000.0
3,3,4,1,Detached Bungalow,Abuja,33000000.0
5,5,5,1,Detached Duplex,Lagos,25000000.0
5,5,6,6,Detached Duplex,Lagos,85000000.0
2,2,3,4,Semi Detached Bungalow,Lagos,12000000.0
4,4,5,2,Semi Detached Duplex,Lagos,80000000.0
5,5,6,7,Detached Duplex,Lagos,595000000.0
5,4,4,4,Detached Duplex,Anambara,25000000.0
5,5,6,6,Detached Duplex,Lagos,95000000.0
5,5,6,6,Detached Duplex,Lagos,120000000.0
5,5,6,3,Detached Duplex,Lagos,95000000.0
4,4,4,8,Detached Bungalow,Lagos,9000000.0
4,5,5,4,Semi Detached Duplex,Lagos,45000000.0
5,5,6,4,Terraced Duplexes,Lagos,65000000.0
3,3,4,4,Terraced Duplexes,Lagos,50000000.0
5,5,6,4,Detached Duplex,Lagos,280000000.0
5,4,5,5,Semi Detached Duplex,Lagos,160000000.0
2,3,2,2,Block of Flats,Lagos,25500000.0
2,2,3,2,Detached Bungalow,Ogun,7500000.0
5,4,6,4,Detached Duplex,Lagos,95000000.0
4,4,5,3,Semi Detached Duplex,Lagos,265000000.0
4,4,5,2,Terraced Duplexes,Abuja,50000000.0
5,5,6,5,Detached Duplex,Lagos,550000000.0
3,3,4,2,Terraced Bungalow,Lagos,15540000.0
5,5,6,5,Detached Duplex,Lagos,1100000000.0
4,4,5,2,Terraced Duplexes,Lagos,45000000.0
4,4,5,4,Detached Duplex,Abuja,400000000.0
5,5,5,4,Detached Duplex,Lagos,370000000.0
2,3,3,4,Semi Detached Bungalow,Abuja,25000000.0
5,5,6,6,Detached Duplex,Lagos,270000000.0
4,4,5,4,Detached Duplex,Lagos,45000000.0
5,5,4,5,Detached Duplex,Lagos,500000000.0
4,4,5,4,Semi Detached Duplex,Lagos,85000000.0
4,4,5,2,Detached Duplex,Lagos,65000000.0
5,5,6,3,Detached Duplex,Lagos,750000000.0
4,5,5,3,Terraced Duplexes,Lagos,108000000.0
3,4,4,4,Detached Bungalow,Abuja,35000000.0
5,5,6,4,Detached Duplex,Lagos,70000000.0
4,5,5,4,Detached Duplex,Lagos,70000000.0
5,6,6,4,Detached Duplex,Lagos,250000000.0
6,6,7,4,Detached Duplex,Lagos,900000000.0
4,5,5,4,Block of Flats,Lagos,350000000.0
4,4,5,4,Detached Duplex,Lagos,70000000.0
5,5,6,5,Detached Duplex,Lagos,850000000.0
5,5,6,4,Detached Duplex,Lagos,350000000.0
5,6,7,6,Detached Duplex,Abuja,60000000.0
5,5,6,3,Detached Duplex,Lagos,95000000.0
5,5,6,6,Semi Detached Duplex,Lagos,49000000.0
4,4,5,3,Terraced Duplexes,Lagos,95000000.0
2,2,3,4,Block of Flats,Abuja,12000000.0
4,5,5,4,Detached Duplex,Lagos,130000000.0
5,5,6,4,Detached Duplex,Lagos,160000000.0
4,4,4,3,Semi Detached Duplex,Lagos,105000000.0
3,4,4,8,Detached Bungalow,Abuja,35000000.0
5,5,6,6,Detached Duplex,Lagos,150000000.0
4,4,5,3,Terraced Duplexes,Lagos,39500000.0
1,1,1,8,Block of Flats,Lagos,70000000.0
5,5,6,5,Detached Duplex,Lagos,75000000.0
5,5,5,4,Detached Duplex,Oyo,45000000.0
4,4,5,4,Terraced Duplexes,Lagos,65000000.0
4,4,5,4,Terraced Duplexes,Lagos,55000000.0
4,5,5,4,Detached Duplex,Lagos,135000000.0
6,6,7,4,Detached Duplex,Abuja,400000000.0
4,5,6,4,Terraced Duplexes,Abuja,70000000.0
5,5,6,4,Detached Duplex,Lagos,78000000.0
4,4,5,5,Detached Duplex,Lagos,75000000.0
5,5,6,4,Detached Duplex,Lagos,90000000.0
4,4,5,4,Detached Duplex,Lagos,65000000.0
5,6,6,4,Detached Duplex,Lagos,120000000.0
4,6,6,4,Detached Bungalow,Lagos,10000000.0
4,5,5,4,Detached Bungalow,Lagos,60000000.0
4,4,4,4,Terraced Duplexes,Lagos,60000000.0
5,5,6,5,Detached Duplex,Lagos,120000000.0
4,5,6,3,Detached Duplex,Lagos,57000000.0
4,4,5,2,Semi Detached Duplex,Lagos,65000000.0
4,5,6,6,Terraced Duplexes,Abuja,95000000.0
4,4,5,2,Terraced Duplexes,Lagos,135000000.0
4,5,5,4,Detached Bungalow,Abuja,60000000.0
4,4,5,4,Semi Detached Duplex,Lagos,65000000.0
4,4,5,4,Detached Duplex,Abuja,75000000.0
4,4,5,4,Detached Duplex,Lagos,120000000.0
2,2,3,4,Terraced Duplexes,Lagos,53000000.0
2,2,3,8,Block of Flats,Lagos,25000000.0
4,5,5,4,Detached Duplex,Lagos,60000000.0
6,6,8,5,Detached Duplex,Lagos,500000000.0
5,6,6,7,Detached Duplex,Ogun,75000000.0
5,5,6,4,Detached Duplex,Lagos,75000000.0
5,5,5,6,Detached Duplex,Lagos,330000000.0
5,5,6,6,Detached Duplex,Lagos,700000000.0
5,5,6,3,Detached Duplex,Lagos,130000000.0
3,2,2,4,Block of Flats,Oyo,25000000.0
6,6,7,4,Detached Duplex,Lagos,80000000.0
3,3,4,4,Semi Detached Bungalow,Ogun,45000000.0
5,5,6,4,Detached Duplex,Lagos,650000000.0
5,5,6,3,Detached Duplex,Lagos,135000000.0
3,3,5,4,Terraced Duplexes,Abuja,40000000.0
3,3,4,4,Detached Bungalow,Abuja,38000000.0
4,5,5,4,Detached Duplex,Lagos,85000000.0
5,5,6,4,Detached Duplex,Lagos,270000000.0
4,4,5,3,Detached Duplex,Lagos,550000000.0
4,4,5,6,Detached Duplex,Lagos,205000000.0
5,5,6,5,Detached Duplex,Lagos,120000000.0
4,4,5,4,Terraced Duplexes,Abuja,85000000.0
1,5,2,2,Block of Flats,Lagos,26000000.0
4,5,5,4,Semi Detached Duplex,Lagos,65000000.0
4,5,5,1,Detached Bungalow,Lagos,70000000.0
5,5,6,5,Detached Bungalow,Lagos,400000000.0
5,5,6,7,Detached Duplex,Akwa Ibom,85000000.0
5,5,5,4,Detached Duplex,Lagos,150000000.0
4,5,6,4,Terraced Duplexes,Lagos,145000000.0
4,4,4,4,Detached Duplex,Lagos,70000000.0
5,5,6,4,Detached Duplex,Lagos,250000000.0
5,6,6,4,Detached Duplex,Lagos,120000000.0
4,5,5,4,Detached Duplex,Lagos,45000000.0
4,5,5,4,Terraced Duplexes,Lagos,90000000.0
3,3,3,4,Detached Bungalow,Lagos,3500000.0
3,4,4,4,Semi Detached Bungalow,Abuja,27000000.0
5,6,6,2,Detached Bungalow,Imo,25000000.0
5,5,6,3,Detached Duplex,Lagos,120000000.0
3,4,4,3,Block of Flats,Abuja,32900000.0
5,8,8,1,Detached Duplex,Abuja,120000000.0
5,6,6,4,Detached Duplex,Lagos,200000000.0
5,5,6,5,Detached Duplex,Lagos,160000000.0
5,4,5,3,Terraced Duplexes,Lagos,55000000.0
5,5,6,4,Detached Duplex,Lagos,80000000.0
5,5,6,2,Detached Duplex,Lagos,150000000.0
4,4,5,4,Detached Duplex,Lagos,270000000.0
5,5,6,4,Detached Duplex,Lagos,95000000.0
4,5,5,4,Detached Duplex,Lagos,350000000.0
5,5,5,4,Detached Duplex,Lagos,75000000.0
4,4,4,1,Block of Flats,Oyo,6000000.0
5,4,5,3,Detached Duplex,Lagos,138000000.0
7,5,5,4,Detached Duplex,Lagos,1800000000.0
5,5,6,5,Detached Duplex,Lagos,95000000.0
4,4,5,5,Detached Bungalow,Abuja,43000000.0
5,5,6,5,Detached Duplex,Lagos,90000000.0
5,5,5,4,Detached Duplex,Lagos,170000000.0
5,5,6,4,Detached Duplex,Lagos,82000000.0
5,5,6,4,Detached Duplex,Lagos,39990000.0
4,4,5,3,Semi Detached Duplex,Lagos,55000000.0
5,5,6,1,Detached Duplex,Abuja,280000000.0
4,4,5,4,Detached Duplex,Lagos,115000000.0
2,5,5,4,Semi Detached Bungalow,Lagos,14000000.0
3,5,5,4,Detached Duplex,Lagos,120000000.0
5,5,6,4,Detached Duplex,Lagos,170000000.0
6,6,7,4,Detached Duplex,Lagos,450000000.0
4,4,5,4,Detached Duplex,Lagos,85000000.0
5,5,6,4,Detached Duplex,Lagos,85000000.0
4,4,5,4,Semi Detached Duplex,Lagos,220000000.0
5,5,6,4,Detached Duplex,Lagos,120000000.0
4,4,5,4,Detached Duplex,Lagos,45000000.0
5,5,6,4,Semi Detached Duplex,Lagos,130000000.0
5,8,9,1,Detached Duplex,Abuja,95000000.0
5,5,6,5,Detached Duplex,Lagos,95000000.0
4,5,5,4,Block of Flats,Lagos,40000000.0
4,5,6,4,Detached Duplex,Lagos,83000000.0
5,5,6,4,Detached Duplex,Lagos,130000000.0
3,3,4,1,Detached Bungalow,Lagos,18500000.0
4,3,4,2,Block of Flats,Lagos,7200000.0
5,5,6,4,Detached Duplex,Lagos,140000000.0
3,5,5,4,Detached Duplex,Lagos,27500000.0
3,3,4,2,Semi Detached Duplex,Lagos,40000000.0
3,5,5,4,Terraced Duplexes,Abuja,35000000.0
5,6,6,4,Detached Duplex,Lagos,550000000.0
5,6,6,4,Terraced Duplexes,Lagos,130000000.0
4,5,5,4,Terraced Duplexes,Lagos,55000000.0
5,5,6,5,Detached Duplex,Lagos,75000000.0
5,5,6,4,Detached Duplex,Lagos,165000000.0
4,3,4,2,Block of Flats,Lagos,7200000.0
4,4,5,4,Semi Detached Duplex,Abuja,250000000.0
4,4,5,4,Semi Detached Duplex,Lagos,65000000.0
2,2,3,2,Block of Flats,Lagos,28000000.0
3,5,5,4,Detached Bungalow,Lagos,12000000.0
3,3,3,4,Detached Bungalow,Ogun,6500000.0
4,4,5,4,Terraced Duplexes,Lagos,82000000.0
5,5,6,6,Detached Duplex,Lagos,700000000.0
4,5,5,4,Detached Duplex,Abuja,60000000.0
4,4,5,5,Semi Detached Bungalow,Lagos,90000000.0
4,5,5,4,Block of Flats,Lagos,80000000.0
3,3,4,3,Block of Flats,Lagos,100000000.0
4,4,5,4,Detached Duplex,Lagos,85000000.0
4,5,5,4,Semi Detached Duplex,Lagos,65000000.0
4,4,5,4,Semi Detached Duplex,Lagos,450000000.0
4,5,5,4,Semi Detached Duplex,Lagos,250000000.0
6,5,5,4,Detached Duplex,Lagos,265000000.0
4,4,5,4,Detached Duplex,Lagos,88000000.0
4,5,5,4,Detached Bungalow,Lagos,1400000000.0
2,2,3,1,Terraced Bungalow,Lagos,36000000.0
5,5,6,4,Detached Duplex,Lagos,1100000000.0
5,5,6,5,Detached Duplex,Lagos,140000000.0
4,4,5,4,Detached Duplex,Lagos,74000000.0
5,5,6,5,Detached Duplex,Lagos,95000000.0
5,5,6,4,Detached Duplex,Lagos,65000000.0
4,4,4,4,Semi Detached Duplex,Abuja,37500000.0
4,4,5,4,Detached Duplex,Lagos,70000000.0
5,5,6,8,Detached Duplex,Ogun,39000000.0
3,4,4,5,Semi Detached Bungalow,Lagos,30000000.0
4,4,5,4,Semi Detached Duplex,Abuja,38000000.0
5,5,6,6,Detached Duplex,Lagos,270000000.0
4,4,5,4,Semi Detached Duplex,Lagos,65000000.0
5,5,6,5,Terraced Duplexes,Abuja,70000000.0
5,5,7,1,Detached Duplex,Lagos,25000000.0
4,4,5,4,Detached Duplex,Lagos,80000000.0
4,4,5,3,Terraced Duplexes,Lagos,65000000.0
4,4,5,4,Detached Duplex,Lagos,45000000.0
7,7,7,1,Detached Duplex,Abuja,1000000000.0
5,6,6,6,Detached Duplex,Lagos,260000000.0
4,5,5,6,Semi Detached Duplex,Lagos,70000000.0
3,3,3,8,Block of Flats,Lagos,45000000.0
5,5,5,4,Detached Duplex,Lagos,165000000.0
5,5,6,4,Detached Duplex,Lagos,150000000.0
4,5,5,4,Detached Duplex,Lagos,120000000.0
3,3,4,4,Block of Flats,Lagos,46000000.0
5,5,6,4,Detached Duplex,Lagos,410000000.0
5,5,5,4,Detached Duplex,Abuja,40000000.0
5,6,7,3,Detached Duplex,Lagos,500000000.0
4,4,5,4,Semi Detached Duplex,Lagos,65000000.0
4,4,5,4,Terraced Duplexes,Abuja,75000000.0
5,5,6,4,Detached Duplex,Lagos,110000000.0
5,5,6,3,Detached Duplex,Lagos,80000000.0
5,5,6,4,Detached Duplex,Lagos,130000000.0
5,5,6,4,Detached Duplex,Lagos,350000000.0
4,5,5,6,Semi Detached Duplex,Lagos,75000000.0
4,4,5,2,Semi Detached Duplex,Lagos,45000000.0
4,5,5,4,Semi Detached Duplex,Abuja,55000000.0
5,5,7,4,Detached Duplex,Lagos,1400000000.0
4,4,5,4,Terraced Duplexes,Lagos,50000000.0
2,2,3,2,Terraced Duplexes,Abuja,16000000.0
5,6,6,4,Detached Duplex,Lagos,150000000.0
4,4,5,3,Detached Duplex,Lagos,90000000.0
2,2,3,7,Block of Flats,Imo,45000000.0
3,2,2,1,Detached Bungalow,Lagos,15000000.0
5,5,6,4,Detached Duplex,Lagos,135000000.0
4,4,5,7,Semi Detached Duplex,Abuja,125000000.0
4,4,5,4,Semi Detached Duplex,Lagos,73000000.0
4,4,4,4,Semi Detached Duplex,Lagos,60000000.0
5,5,6,1,Detached Duplex,Imo,40000000.0
5,5,6,4,Detached Duplex,Lagos,160000000.0
3,3,4,4,Terraced Duplexes,Ogun,10500000.0
5,5,6,6,Detached Duplex,Oyo,65000000.0
4,4,5,4,Semi Detached Duplex,Lagos,45000000.0
5,5,6,6,Detached Duplex,Lagos,180000000.0
5,5,6,4,Detached Duplex,Lagos,120000000.0
3,3,4,2,Block of Flats,Lagos,45000000.0
5,5,5,4,Detached Duplex,Lagos,350000000.0
3,3,4,3,Terraced Duplexes,Abuja,80000000.0
4,4,5,3,Semi Detached Duplex,Lagos,65000000.0
1,5,5,4,Block of Flats,Lagos,32000000.0
4,5,5,4,Semi Detached Duplex,Lagos,65000000.0
5,5,6,5,Detached Duplex,Lagos,300000000.0
3,3,3,2,Terraced Bungalow,Lagos,35000000.0
6,5,5,4,Detached Duplex,Lagos,70000000.0
5,5,6,6,Detached Duplex,Lagos,950000000.0
5,6,6,4,Detached Duplex,Lagos,100000000.0
5,5,5,5,Detached Duplex,Lagos,110000000.0
4,4,5,4,Terraced Duplexes,Lagos,40000000.0
3,3,3,4,Detached Bungalow,Lagos,5000000.0
4,4,5,3,Terraced Duplexes,Lagos,68000000.0
4,4,5,6,Detached Bungalow,Oyo,5500000.0
4,4,5,4,Semi Detached Duplex,Lagos,125000000.0
4,6,6,4,Semi Detached Duplex,Lagos,40000000.0
5,5,6,5,Detached Duplex,Lagos,340000000.0
4,5,6,4,Detached Duplex,Lagos,120000000.0
6,7,8,4,Detached Duplex,Lagos,65000000.0
5,5,5,4,Detached Duplex,Lagos,300000000.0
4,4,5,4,Detached Duplex,Lagos,70000000.0
5,5,6,5,Detached Duplex,Lagos,160000000.0
5,5,6,4,Detached Duplex,Lagos,370000000.0
4,5,5,3,Semi Detached Duplex,Lagos,45000000.0
4,5,4,3,Terraced Duplexes,Lagos,680000000.0
4,4,5,4,Detached Duplex,Lagos,65000000.0
4,5,5,4,Terraced Bungalow,Abuja,90000000.0
4,5,5,4,Detached Duplex,Lagos,170000000.0
4,4,5,2,Semi Detached Duplex,Lagos,65000000.0
4,4,5,4,Block of Flats,Anambara,350000000.0
6,6,6,4,Detached Bungalow,Lagos,60000000.0
4,4,6,6,Detached Duplex,Abuja,53000000.0
2,5,5,4,Detached Bungalow,Lagos,7000000.0
4,4,5,3,Semi Detached Duplex,Lagos,33000000.0
7,1,1,1,Detached Duplex,Abuja,420000000.0
5,6,6,5,Semi Detached Duplex,Abuja,165000000.0
5,5,6,6,Detached Duplex,Lagos,165000000.0
5,5,6,4,Detached Duplex,Lagos,800000000.0
2,2,2,4,Terraced Duplexes,Lagos,35000000.0
4,5,6,3,Terraced Duplexes,Abuja,55000000.0
5,5,6,4,Detached Duplex,Lagos,140000000.0
3,3,4,3,Detached Bungalow,Ogun,16000000.0
4,4,4,4,Detached Bungalow,Lagos,15000000.0
4,4,5,4,Terraced Duplexes,Lagos,150000000.0
5,5,5,4,Detached Duplex,Lagos,115000000.0
4,3,3,4,Detached Duplex,Lagos,45000000.0
7,4,4,4,Detached Duplex,Oyo,140000000.0
4,4,5,5,Semi Detached Duplex,Lagos,195000000.0
6,6,7,6,Detached Duplex,Imo,65000000.0
3,5,5,4,Detached Bungalow,Lagos,10000000.0
4,4,5,4,Detached Duplex,Lagos,65000000.0
2,2,3,3,Detached Bungalow,Lagos,22000000.0
3,3,4,2,Block of Flats,Lagos,98000000.0
4,4,5,4,Detached Duplex,Ogun,45000000.0
5,6,6,6,Detached Duplex,Lagos,330000000.0
1,2,2,8,Detached Bungalow,Abuja,14000000.0
2,3,3,2,Terraced Duplexes,Lagos,35000000.0
5,5,6,4,Detached Duplex,Abuja,65000000.0
5,5,6,3,Terraced Duplexes,Lagos,60000000.0
5,5,6,3,Detached Duplex,Lagos,65000000.0
4,5,5,4,Terraced Duplexes,Abuja,75000000.0
7,7,8,6,Detached Duplex,Rivers,75000000.0
5,5,5,4,Terraced Duplexes,Lagos,80000000.0
5,5,6,4,Detached Duplex,Lagos,140000000.0
4,4,5,6,Detached Duplex,Oyo,80000000.0
4,4,5,4,Semi Detached Duplex,Lagos,55000000.0
3,3,3,8,Semi Detached Bungalow,Lagos,25000000.0
4,5,5,3,Detached Duplex,Lagos,76000000.0
5,5,6,4,Terraced Duplexes,Abuja,70000000.0
4,5,5,8,Detached Duplex,Lagos,60000000.0
5,5,6,6,Detached Duplex,Abuja,250000000.0
4,5,3,4,Detached Bungalow,Lagos,23000000.0
5,8,6,8,Detached Duplex,Enugu,75000000.0
4,4,5,7,Semi Detached Duplex,Abuja,24000000.0
5,5,6,4,Detached Duplex,Lagos,160000000.0
4,4,5,4,Terraced Duplexes,Lagos,50000000.0
4,4,5,4,Detached Duplex,Lagos,60000000.0
4,4,5,3,Semi Detached Bungalow,Lagos,57000000.0
2,2,3,2,Block of Flats,Lagos,28000000.0
3,4,4,8,Detached Duplex,Oyo,45000000.0
4,5,5,4,Detached Duplex,Lagos,70000000.0
5,5,6,4,Detached Duplex,Lagos,165000000.0
5,5,5,4,Detached Duplex,Abuja,900000000.0
4,4,5,3,Semi Detached Duplex,Lagos,68000000.0
5,5,6,4,Detached Duplex,Lagos,80000000.0
5,6,6,4,Detached Duplex,Lagos,300000000.0
5,5,5,5,Detached Duplex,Lagos,300000000.0
5,5,5,5,Semi Detached Duplex,Lagos,60000000.0
3,5,5,4,Detached Bungalow,Lagos,8000000.0
2,4,4,4,Block of Flats,Oyo,25000000.0
5,5,5,4,Detached Duplex,Lagos,190000000.0
4,6,6,4,Semi Detached Duplex,Abuja,95000000.0
5,5,5,4,Detached Duplex,Lagos,70000000.0
5,5,6,4,Detached Duplex,Lagos,120000000.0
9,9,1,1,Detached Duplex,Lagos,70000000.0
4,5,5,4,Detached Duplex,Lagos,75000000.0
5,5,6,4,Detached Duplex,Lagos,125000000.0
4,4,5,4,Detached Duplex,Lagos,120000000.0
5,5,5,4,Detached Duplex,Lagos,290000000.0
5,4,5,4,Detached Duplex,Lagos,125000000.0
4,4,5,3,Terraced Duplexes,Lagos,130000000.0
4,4,5,3,Detached Duplex,Lagos,65000000.0
4,4,5,5,Detached Bungalow,Abuja,50000000.0
5,5,5,4,Detached Duplex,Lagos,160000000.0
5,5,6,7,Detached Duplex,Lagos,325000000.0
5,5,6,2,Detached Duplex,Lagos,75000000.0
4,6,5,4,Semi Detached Duplex,Abuja,130000000.0
7,7,8,4,Detached Duplex,Lagos,200000000.0
5,5,6,3,Detached Duplex,Lagos,80000000.0
4,4,5,4,Terraced Duplexes,Lagos,75000000.0
3,3,4,5,Semi Detached Bungalow,Abuja,40000000.0
4,4,5,3,Detached Duplex,Lagos,72000000.0
4,5,5,4,Detached Bungalow,Abuja,55000000.0
4,5,5,6,Detached Duplex,Abuja,85000000.0
5,5,6,4,Detached Duplex,Lagos,130000000.0
5,5,6,5,Detached Duplex,Lagos,110000000.0
4,5,5,4,Detached Duplex,Lagos,1500000000.0
5,6,6,5,Detached Duplex,Lagos,70000000.0
3,5,6,4,Detached Duplex,Lagos,65000000.0
4,4,4,2,Semi Detached Duplex,Lagos,45000000.0
5,5,6,4,Detached Duplex,Lagos,97000000.0
5,6,6,6,Detached Duplex,Oyo,42000000.0
5,5,6,6,Detached Duplex,Lagos,750000000.0
5,5,6,4,Detached Duplex,Lagos,150000000.0
4,4,5,3,Terraced Duplexes,Lagos,60000000.0
5,5,6,4,Detached Duplex,Lagos,235000000.0
5,5,6,3,Detached Duplex,Lagos,210000000.0
3,3,4,2,Terraced Duplexes,Abuja,35000000.0
5,5,6,8,Detached Duplex,Abuja,120000000.0
4,5,5,4,Detached Bungalow,Oyo,21000000.0
8,4,4,5,Block of Flats,Kaduna,23000000.0
5,5,6,4,Detached Duplex,Lagos,900000000.0
6,6,7,6,Detached Duplex,Lagos,1300000000.0
4,4,5,2,Semi Detached Duplex,Lagos,68000000.0
3,3,4,2,Terraced Duplexes,Lagos,36000000.0
4,5,5,6,Detached Duplex,Rivers,110000000.0
5,5,6,2,Detached Duplex,Lagos,92000000.0
4,5,5,4,Terraced Duplexes,Abuja,51000000.0
4,5,6,5,Semi Detached Duplex,Abuja,65000000.0
7,8,8,8,Detached Bungalow,Lagos,20000000.0
5,7,7,4,Detached Duplex,Lagos,150000000.0
8,8,9,4,Detached Duplex,Lagos,410000000.0
